127.0.0.1 - - [05/Aug/2020:17:24:20 -0500] "GET / HTTP/1.1" 404 706
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:00:29 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:00:30 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:00:32 -0500] "GET /rebelapi/rest/rebel/listmodels/First%20Project HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:00:34 -0500] "GET /rebelapi/rest/rebel/listelements/p=First%20Project HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:00:35 -0500] "GET /rebelapi/rest/rebel/getmodel/First%20Project&BibliotecaV1.xml HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:00:52 -0500] "GET /rebelapi/rest/rebel/createboi/p=First%20Project&boi=Sixth%20BOI&nm=MaterialReturn&nm=MaterialLoan&nn=connLtoR HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:01:08 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:01:11 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 175
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:36:13 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:36:16 -0500] "GET /rebelapi/rest/rebel/listmodels/First%20Project HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:36:18 -0500] "GET /rebelapi/rest/rebel/listelements/p=First%20Project HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:36:18 -0500] "GET /rebelapi/rest/rebel/getmodel/First%20Project&BibliotecaV1.xml HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [05/Aug/2020:18:36:31 -0500] "GET /rebelapi/rest/rebel/createboi/p=First%20Project&boi=Seventh%20BOI&nm=MaterialReturn&nm=MaterialLoan&nn=connLtoR HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:06:44 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:11:47 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:31:39 -0500] "GET /favicon.ico HTTP/1.1" 404 645
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:31:40 -0500] "GET /rebelviz/angular/appopers.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:31:42 -0500] "GET /rebelviz/angular/appopers.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:31:48 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:31:49 -0500] "GET /rebelviz/listinterestblocks.html HTTP/1.1" 200 7597
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:31:49 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:32:00 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:32:00 -0500] "GET /rebelviz/images/syngdoneicon.png HTTP/1.1" 404 666
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:33:41 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:33:41 -0500] "GET /rebelviz/images/syncdoneicon.png HTTP/1.1" 200 741
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:33:54 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:33:57 -0500] "GET /rebelapi/rest/rebel/listmodels/First%20Project HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:33:58 -0500] "GET /rebelapi/rest/rebel/listelements/p=First%20Project HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:33:58 -0500] "GET /rebelapi/rest/rebel/getmodel/First%20Project&BibliotecaV1.xml HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:12 -0500] "GET /rebelapi/rest/rebel/createboi/p=First%20Project&boi=Eight%20BOI&nn=connLtoD&nm=MaterialLoan&nm=Delivery HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:16 -0500] "GET /rebelviz/listinterestblocks.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:17 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:20 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 389
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:20 -0500] "GET /rebelviz/images/ HTTP/1.1" 404 650
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:48 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 389
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:34:48 -0500] "GET /rebelviz/images/ HTTP/1.1" 404 650
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:35:33 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 389
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:35:33 -0500] "GET /rebelviz/images/ HTTP/1.1" 404 650
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:35:38 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 409
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:35:38 -0500] "GET /rebelviz/images/syncprogressicon.png HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:35:59 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 405
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:36:42 -0500] "GET /rebelviz/seeboi.html?p=First%20Project&boi=Eight%20BOI HTTP/1.1" 200 6177
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:36:43 -0500] "GET /rebelviz/jstm/jquery-albe-timeline.js HTTP/1.1" 200 6935
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:36:44 -0500] "GET /rebelapi/rest/rebel/loadhtml/First%20Project&Eight%20BOI HTTP/1.1" 200 929
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:36:44 -0500] "GET /rebelapi/rest/rebel/getTimeline/First%20Project&Eight%20BOI HTTP/1.1" 200 698
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:36:44 -0500] "GET /rebelapi/rest/rebel/getmodelboi/First%20Project&Eight%20BOI HTTP/1.1" 200 1281
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:48 -0500] "GET /rebelviz/listinterestblocks.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:49 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:51 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:52 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:54 -0500] "GET /rebelapi/rest/rebel/listmodels/First%20Project HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:57 -0500] "GET /rebelapi/rest/rebel/listelements/p=First%20Project HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:57:57 -0500] "GET /rebelapi/rest/rebel/getmodel/First%20Project&BibliotecaV1.xml HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:58:13 -0500] "GET /rebelapi/rest/rebel/createboi/p=First%20Project&boi=FBOI&nm=MaterialReturn&nm=MaterialLoan&nn=connLtoR HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:58:17 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:58:19 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [05/Aug/2020:22:58:19 -0500] "GET /rebelviz/images/syncprogressicon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:02:38 -0500] "GET /rebelapi/rest/rebel/listbois/Tempo HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:03:18 -0500] "GET /rebelviz/listinterestblocks.html HTTP/1.1" 200 7597
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:03:18 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:03:22 -0500] "GET /rebelviz/listinterestblocks.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:03:22 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:03:27 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:03:27 -0500] "GET /rebelviz/images/syncprogressicon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:06 -0500] "GET /rebelviz/linkfactstoadrs.html?p=First%20Project&boi=FBOI HTTP/1.1" 200 7014
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:10 -0500] "GET /rebelapi/rest/rebel/listads/First%20Project HTTP/1.1" 200 251
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:10 -0500] "GET /rebelapi/rest/rebel/listfacts/First%20Project&FBOI HTTP/1.1" 200 954
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:18 -0500] "GET /rebelviz/listinterestblocks.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:18 -0500] "GET /rebelapi/rest/rebel/listprojects HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:20 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:51 -0500] "GET /rebelapi/rest/rebel/listbois/First%20Project HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [05/Aug/2020:23:04:51 -0500] "GET /rebelviz/images/syncdoneicon.png HTTP/1.1" 304 -
